House or Senate,Date,Time Convened,Time Adjourned,Time in Session (minutes),"Working Day? (x = working day, pf = pro forma, NS = not in session)",Scraped adjournment string,url,Time in Session,Working Day?
House,5/2/24,10:00AM,10:02AM,2,pf,Adjournment: The House met at 10 a.m. and adjourned at 10:02 a.m.  ,https://www.congress.gov/congressional-record/2024/5/2/daily-digest,,
Senate,5/3/24,,,,pf,The Senate met at 9:00:03 a.m. in pro forma session and adjourned at 9:00:38 a.m. until 3 p.m. on Tuesday May 7 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/5/3/daily-digest,,
House,5/3/24,,,,NS,The House was not in session today. The House will meet at 12 p.m. on Monday May 6 2024.  No hearings were held.  ,https://www.congress.gov/congressional-record/2024/5/3/daily-digest,,
Senate,5/6/24,,,,NS,The Senate was not in session and stands adjourned until 3 p.m. on Tuesday May 7 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/5/6/daily-digest,,
House,5/6/24,12:00PM,21:12PM,552,x,Adjournment: The House met at 12 p.m. and adjourned at 9:12 p.m.  ,https://www.congress.gov/congressional-record/2024/5/6/daily-digest,,
Senate,5/7/24,15:00PM,19:34PM,274,x,Adjournment: Senate convened at 3 p.m. and adjourned at 7:34 p.m. until 10 a.m. on Wednesday May 8 2024. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2024/5/7/daily-digest,,
House,5/7/24,10:00AM,19:39PM,579,x,Adjournment: The House met at 10 a.m. and adjourned at 7:39 p.m.   ,https://www.congress.gov/congressional-record/2024/5/7/daily-digest,,
Senate,5/8/24,10:00AM,18:58PM,538,x,Adjournment: Senate convened at 10 a.m. and adjourned at 6:58 p.m. until 12 noon on Thursday May 9 2024. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2024/5/8/daily-digest,,
House,5/8/24,10:00AM,19:29PM,569,x,Adjournment: The House met at 10 a.m. and adjourned at 7:29 p.m.  ,https://www.congress.gov/congressional-record/2024/5/8/daily-digest,,
Senate,5/9/24,,,,NS,The House was not in session today. The House will meet in Pro Forma session at 12:30 p.m. on Friday May 10 2024. ,https://www.congress.gov/congressional-record/2024/5/9/daily-digest,,
House,5/9/24,,,,NS,The House was not in session today. The House will meet in Pro Forma session at 12:30 p.m. on Friday May 10 2024. No hearings were held.,https://www.congress.gov/congressional-record/2024/5/9/daily-digest,,
Senate,5/10/24,,,,pf,The Senate met at 6:30:00 p.m. in pro forma session and adjourned at 6:30:30 p.m. until 3 p.m. on Tuesday May 14 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/5/10/daily-digest,,
House,5/10/24,12:30PM,12:34PM,4,pf,Adjournment: The House met at 12:30 p.m. and adjourned at 12:34 p.m.,https://www.congress.gov/congressional-record/2024/5/10/daily-digest,,
Senate,5/14/24,15:00PM,18:49PM,229,x,Adjournment: Senate convened at 3 p.m. and adjourned at 6:49 p.m. until 10 a.m. on Wednesday May 15 2024. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2024/5/14/daily-digest,,
House,5/14/24,12:00PM,21:07PM,547,x,Adjournment: The House met at 12 p.m. and adjourned at 9:07 p.m.,https://www.congress.gov/congressional-record/2024/5/14/daily-digest,,
Senate,5/15/24,10:00AM,20:04PM,604,x,Adjournment: Senate convened at 10 a.m. and adjourned at 8:04 p.m. until 10 a.m. on Thursday May 16 2024. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2024/5/15/daily-digest,,
House,5/15/24,10:00AM,20:33PM,633,x,Adjournment: The House met at 10 a.m. and adjourned at 8:33 p.m.,https://www.congress.gov/congressional-record/2024/5/15/daily-digest,,
Senate,5/16/24,10:00AM,15:51PM,351,x,Adjournment: Senate convened at 10 a.m. and adjourned at 3:51 p.m. until 3 p.m. on Monday May 20 2024. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2024/5/16/daily-digest,,
House,5/16/24,10:00AM,19:28PM,568,x,Adjournment: The House met at 10 a.m. and adjourned at 7:28 p.m.,https://www.congress.gov/congressional-record/2024/5/16/daily-digest,,
Senate,5/17/24,,,,NS,,https://www.congress.gov/congressional-record/2024/5/17/daily-digest,,
House,5/17/24,09:00AM,13:11PM,251,x,Quorum Calls--Votes: One yea-and-nay vote developed during the proceedings of today and appears on page 3341.Adjournment: The House met at 9 a.m. and adjourned at 1:11 p.m.,https://www.congress.gov/congressional-record/2024/5/17/daily-digest,,
Senate,5/20/24,15:00PM,18:43PM,223,x,Adjournment: Senate convened at 3 p.m. and adjourned at 6:43 p.m. until 10 a.m. on Tuesday May 21 2024. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2024/5/20/daily-digest,,
House,5/20/24,,,,NS,The House was not in session. The House will meet at 12 p.m. on Tuesday May 21 2024.No hearings were held.,https://www.congress.gov/congressional-record/2024/5/20/daily-digest,,
Senate,5/21/24,10:00AM,19:46PM,586,x,Adjournment: Senate convened at 10 a.m. and adjourned at 7:46 p.m. until 10 a.m. on Wednesday May 22 2024. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2024/5/21/daily-digest,,
House,5/21/24,12:00PM,19:55PM,475,x,Adjournment: The House met at 12 p.m. and adjourned at 7:55 p.m.  ,https://www.congress.gov/congressional-record/2024/5/21/daily-digest,,
Senate,5/22/24,10:00AM,19:47PM,587,x,Adjournment: Senate convened at 10 a.m. and adjourned at 7:47 p.m. until 10 a.m. on Thursday May 23 2024. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2024/5/22/daily-digest,,
House,5/22/24,10:00AM,20:21PM,621,x,Adjournment: The House met at 10 a.m. and adjourned at 8:21 p.m.  ,https://www.congress.gov/congressional-record/2024/5/22/daily-digest,,
Senate,5/23/24,10:00AM,16:01PM,361,x,Adjournment: Senate convened at 10 a.m. and adjourned at 4:01 p.m. until 10 a.m. on Friday May 24 2024. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2024/5/23/daily-digest,,
House,5/23/24,10:00AM,15:24PM,324,x,Adjournment: The House met at 10 a.m. and adjourned at 3:24 p.m.  ,https://www.congress.gov/congressional-record/2024/5/23/daily-digest,,
Senate,5/24/24,,,,pf,The Senate met at 10:00:03 a.m. in pro forma session and adjourned at 10:00:33 a.m. until 10:30 a.m. on Tuesday May 28 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/5/24/daily-digest,,
House,5/24/24,11:00AM,11:02AM,2,pf,Adjournment: The House met at 11 a.m. and adjourned at 11:02 a.m. ,https://www.congress.gov/congressional-record/2024/5/24/daily-digest,,
Senate,5/28/24,,,,pf,The Senate met at 10:30:04 a.m. in pro forma session and adjourned at 10:30:37 a.m. until 4:30 p.m. on Friday May 31 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/5/28/daily-digest,,
House,5/28/24,14:00PM,14:02PM,2,pf,Adjournment: The House met at 2 p.m. and adjourned at 2:02 p.m.  ,https://www.congress.gov/congressional-record/2024/5/28/daily-digest,,
Senate,5/31/24,,,,pf,The Senate met at 4:30:02 p.m. in pro forma session and adjourned at 4:30:43 p.m. until 3 p.m. on Monday June 3 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/5/31/daily-digest,,
House,5/31/24,09:30AM,09:32AM,2,pf,Adjournment: The House met at 9:30 a.m. and adjourned at 9:32 a.m.   ,https://www.congress.gov/congressional-record/2024/5/31/daily-digest,,
Senate,6/3/24,15:00PM,19:21PM,261,x,Adjournment: Senate convened at 3 p.m. and adjourned at 7:21 p.m. until 10 a.m. on Tuesday June 4 2024. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2024/6/3/daily-digest,,
House,6/3/24,12:00PM,20:58PM,538,x,Adjournment: The House met at 12 p.m. and adjourned at 8:58 p.m.  ,https://www.congress.gov/congressional-record/2024/6/3/daily-digest,,
Senate,6/4/24,10:00 AM,6:04,8:04,x,.Adjournment: The House met at 9 a.m. and adjourned at 6:59 p.m.,https://www.congress.gov/congressional-record/2024/6/4/daily-digest,,
House,6/4/24,09:00AM,18:59PM,599,x,.Adjournment: The House met at 9 a.m. and adjourned at 6:59 p.m.,https://www.congress.gov/congressional-record/2024/6/4/daily-digest,,
Senate,6/5/24,10:00AM,17:53PM,473,x,Adjournment: Senate convened at 10 a.m. and adjourned at 5:53 p.m. until 10 a.m. on Friday June 7 2024. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2024/6/5/daily-digest,,
House,6/5/24,09:00AM,11:23AM,143,x,Adjournment: The House met at 9 a.m. and adjourned at 11:23 a.m.   ,https://www.congress.gov/congressional-record/2024/6/5/daily-digest,,
Senate,6/7/24,,,,pf,The Senate met at 10:00:00 a.m. in pro forma session and adjourned at 10:00:32 a.m. until 3 p.m. on Tuesday June 11 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/6/7/daily-digest,,
House,6/7/24,14:00PM,14:03PM,3,pf,Adjournment: The House met at 2 p.m. and adjourned at 2:03 p.m.,https://www.congress.gov/congressional-record/2024/6/7/daily-digest,,
Senate,6/11/24,15:00PM,18:50PM,230,x,Adjournment: Senate convened at 3 p.m. and adjourned at 6:50 p.m. until 10 a.m. on Wednesday June 12 2024. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2024/6/11/daily-digest,,
House,6/11/24,12:00PM,21:13PM,553,x,Adjournment: The House met at 12 p.m. and adjourned at 9:13 p.m.,https://www.congress.gov/congressional-record/2024/6/11/daily-digest,,
Senate,6/12/24,10:00AM,18:54PM,534,x,Adjournment: Senate convened at 10 a.m. and adjourned at 6:54 p.m. until 10 a.m. on Thursday June 13 2024. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2024/6/12/daily-digest,,
House,6/12/24,09:00AM,16:59PM,479,x,Adjournment: The House met at 9 a.m. and adjourned at 4:59 p.m.  ,https://www.congress.gov/congressional-record/2024/6/12/daily-digest,,
Senate,6/13/24,10:00AM,15:09PM,309,x,Adjournment: Senate convened at 10 a.m. and adjourned at 3:09 p.m. until 3 p.m. on Monday June 17 2024. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2024/6/13/daily-digest,,
House,6/13/24,10:00AM,19:40PM,580,x,Adjournment: The House met at 10 a.m. and adjourned at 7:40 p.m.,https://www.congress.gov/congressional-record/2024/6/13/daily-digest,,
Senate,6/14/24,,,,NS,The Senate was not in session and stands adjourned until 3 p.m. on Monday June 17 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/6/14/daily-digest,,
House,6/14/24,09:00AM,12:56PM,236,x,Adjournment: The House met at 9 a.m. and adjourned at 12:56 p.m.  ,https://www.congress.gov/congressional-record/2024/6/14/daily-digest,,
Senate,6/17/24,15:00PM,18:33PM,213,x,Adjournment: Senate convened at 3:00 p.m. and adjourned at 6:33 p.m. until 10 a.m. on Tuesday June 18 2024. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2024/6/17/daily-digest,,
House,6/17/24,,,,NS,The House was not in session today. The House will meet in Pro Forma session at 11 a.m. on Tuesday June 18 2024. No hearings were held.,https://www.congress.gov/congressional-record/2024/6/17/daily-digest,,
Senate,6/18/24,10:00AM,19:22PM,562,x,Adjournment: Senate convened at 10 a.m. and adjourned at 7:22 p.m. until 10 a.m. on Thursday June 20 2024. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2024/6/18/daily-digest,,
House,6/18/24,11:00AM,11:03AM,3,pf,Adjournment: The House met at 11 a.m. and adjourned at 11:03 a.m.  ,https://www.congress.gov/congressional-record/2024/6/18/daily-digest,,
Senate,6/20/24,10:00AM,15:15PM,315,x,Adjournment: Senate convened at 10 a.m. and adjourned at 3:15 p.m. until 6:30 a.m. on Friday June 21 2024. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2024/6/20/daily-digest,,
House,6/20/24,,,,NS,The House was not in session today. The House will meet in Pro Forma session at 9 a.m. on Friday June 21 2024.No hearings were held. ,https://www.congress.gov/congressional-record/2024/6/20/daily-digest,,
Senate,6/21/24,,,,pf,The Senate met at 6:30:00 a.m. in pro forma session and adjourned at 6:30:31 a.m. until 11:30 a.m. on Tuesday June 25 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/6/21/daily-digest,,
House,6/21/24,09:00AM,09:04AM,4,pf,Adjournment: The House met at 9 a.m. and adjourned at 9:04 a.m.,https://www.congress.gov/congressional-record/2024/6/21/daily-digest,,
Senate,6/25/24,,,,pf,The Senate met at 11:30:05 a.m. in pro forma session and adjourned at 11:30:34 a.m. until 12 noon on Friday June 28 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/6/25/daily-digest,,
House,6/25/24,12:00PM,20:49PM,529,x,Adjournment: The House met at 12 p.m. and adjourned at 8:49 p.m.,https://www.congress.gov/congressional-record/2024/6/25/daily-digest,,
Senate,6/26/24,,,,NS,The Senate was not in session and stands adjourned until 12 noon on Friday June 28 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/6/26/daily-digest,,
House,6/26/24,09:00AM,20:20PM,680,x,Adjournment: The House met at 9 a.m. and adjourned at 8:20 p.m.,https://www.congress.gov/congressional-record/2024/6/26/daily-digest,,
Senate,6/27/24,,,,NS,The Senate was not in session and stands adjourned until 12 noon on Friday June 28 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/6/27/daily-digest,,
House,6/27/24,09:00AM,18:31PM,571,x,Adjournment: The House met at 9 a.m. and adjourned at 6:31 p.m.,https://www.congress.gov/congressional-record/2024/6/27/daily-digest,,
Senate,6/28/24,,,,pf,The Senate met at 12:00:00 p.m. in pro forma session and adjourned at 12:00:32 p.m. until 12 noon on Tuesday July 2 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/6/28/daily-digest,,
House,6/28/24,09:00AM,13:40PM,280,x,Adjournment: The House met at 9 a.m. and adjourned at 1:40 p.m.,https://www.congress.gov/congressional-record/2024/6/28/daily-digest,,
Senate,7/2/24,,,,pf,The Senate met at 12 p.m. in pro forma session and adjourned at 12:00:32 p.m. until 9 a.m. on Friday July 5 2024. No committee meetings were held.,https://www.congress.gov/congressional-record/2024/7/2/daily-digest,,
House,7/2/24,11:00AM,11:03AM,3,pf,Adjournment: The House met at 11 a.m. and adjourned at 11:03 a.m.  ,https://www.congress.gov/congressional-record/2024/7/2/daily-digest,,
Senate,7/5/24,,,,pf,The Senate met at 9:00:10 a.m. in pro forma session and adjourned at 9:00:43 a.m. until 3 p.m. on Monday July 8 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/7/5/daily-digest,,
House,7/5/24,13:00PM,13:03PM,3,pf,Adjournment:  The House met at 1 p.m. and adjourned at 1:03 p.m.  ,https://www.congress.gov/congressional-record/2024/7/5/daily-digest,,
Senate,7/8/24,15:00PM,18:52PM,232,x,Adjournment: Senate convened at 3 p.m. and adjourned at 6:52 p.m. until 10 a.m. on Tuesday July 9 2024. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2024/7/8/daily-digest,,
House,7/8/24,12:00PM,19:27PM,447,x,Adjournment:  The House met at 12 p.m. and adjourned at 7:27 p.m.  ,https://www.congress.gov/congressional-record/2024/7/8/daily-digest,,
Senate,7/9/24,10:00,6:44,8:44,x,.),https://www.congress.gov/congressional-record/2024/7/9/daily-digest,,
House,7/9/24,10:00,19:15,9:15,x,,https://www.congress.gov/congressional-record/2024/7/9/daily-digest,,
Senate,7/10/24,10:00,18:53,8:53,x,,https://www.congress.gov/congressional-record/2024/7/10/daily-digest,,
House,7/10/24,10:00AM,19:51PM,591,x,Adjournment: The House met at 10 a.m. and adjourned at 7:51 p.m. ,https://www.congress.gov/congressional-record/2024/7/10/daily-digest,,
Senate,7/11/24,,,,pf,Pro Forma Sessions--Agreement: A unanimous-consent agreement was reached providing that the Senate adjourn to then convene for pro forma sessions only with no business being conducted on the following dates and times and that following each pro forma session the Senate adjourn until the next pro forma session: Monday July 15 2024 at 11:15 a.m.; Thursday July 18 2024 at 10 a.m.; and Monday July 22 2024 at 11:30 a.m.; and that when the Senate adjourns on Monday July 22 2024 it next convene at 3 p.m. on Tuesday July 23 2024.,https://www.congress.gov/congressional-record/2024/7/11/daily-digest,,
House,7/11/24,09:00AM,13:34PM,274,x,Adjournment: The House met at 9 a.m. and adjourned at 1:34 p.m.,https://www.congress.gov/congressional-record/2024/7/11/daily-digest,,
Senate,7/15/24,,,,pf,The Senate met at 11:16:31 a.m. in pro forma session and adjourned at 11:17:04 a.m. until 10 a.m. on Thursday July 18 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/7/15/daily-digest,,
House,7/15/24,14:00PM,14:04PM,4,pf,Adjournment: The House met at 2 p.m. and adjourned at 2:04 p.m.,https://www.congress.gov/congressional-record/2024/7/15/daily-digest,,
Senate,7/18/24,,,,pf,The Senate met at 10:00:23 a.m. in pro forma session and adjourned at 10:00:56 a.m. until 11:30 a.m. on Monday July 22 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/7/18/daily-digest,,
House,7/18/24,10:00AM,10:03AM,3,pf,Adjournment: The House met at 10 a.m. and adjourned at 10:03 a.m.,https://www.congress.gov/congressional-record/2024/7/18/daily-digest,,
Senate,7/22/24,,,,pf,The Senate met at 11:30:02 a.m. in pro forma session and adjourned at 11:30:38 a.m. until 3 p.m. on Tuesday July 23 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/7/22/daily-digest,,
House,7/22/24,12:00 PM,9:58 PM,7:58,x,,https://www.congress.gov/congressional-record/2024/7/22/daily-digest,,
Senate,7/23/24,15:00PM,19:37PM,277,x,Adjournment: Senate convened at 3 p.m. and adjourned at 7:37 p.m. until 10 a.m. on Wednesday July 24 2024. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2024/7/23/daily-digest,,
House,7/23/24,09:00AM,23:16PM,856,x,Adjournment: The House met at 9 a.m. and adjourned at 11:16 p.m.,https://www.congress.gov/congressional-record/2024/7/23/daily-digest,,
Senate,7/24/24,10:00AM,19:42PM,582,x,Adjournment: Senate convened at 10 a.m. and adjourned at 7:42 p.m. until 10 a.m. on Thursday July 25 2024. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2024/7/24/daily-digest,,
House,7/24/24,09:00AM,22:15PM,795,x,Adjournment: The House met at 9 a.m. and adjourned at 10:15 p.m.,https://www.congress.gov/congressional-record/2024/7/24/daily-digest,,
Senate,7/25/24,10:00AM,15:52PM,352,x,Adjournment: Senate convened at 10 a.m. and adjourned at 3:52 p.m. until 3 p.m. on Monday July 29 2024. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2024/7/25/daily-digest,,
House,7/25/24,09:00AM,13:44PM,284,x,Adjournment: The House met at 9 a.m. and adjourned at 1:44 p.m.,https://www.congress.gov/congressional-record/2024/7/25/daily-digest,,
Senate,7/26/24,,,,NS,The Senate was not in session and stands adjourned until 3 p.m. on Monday July 29 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/7/26/daily-digest,,
House,7/26/24,11:30AM,11:33AM,3,pf,Adjournment: The House met at 11:30 a.m. and adjourned at 11:33 a.m.,https://www.congress.gov/congressional-record/2024/7/26/daily-digest,,
Senate,7/29/24,15:00PM,19:25PM,265,x,Adjournment: Senate convened at 3 p.m. and adjourned at 7:25 p.m. until 10 a.m. on Tuesday July 30 2024. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2024/7/29/daily-digest,,
House,7/29/24,,,,NS,The House was not in session today. The House will meet in Pro Forma session at 1 p.m. on Tuesday July 30 2024.No hearings were held.,https://www.congress.gov/congressional-record/2024/7/29/daily-digest,,
Senate,7/30/24,10:00AM,18:50PM,530,x,Adjournment: Senate convened at 10 a.m. and adjourned at 6:50 p.m. until 11 a.m. on Wednesday July 31 2024. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2024/7/30/daily-digest,,
House,7/30/24,13:00PM,13:04PM,4,pf,Adjournment: The House met at 1 p.m. and adjourned at 1:04 p.m.,https://www.congress.gov/congressional-record/2024/7/30/daily-digest,,
Senate,7/31/24,11:01AM,19:41PM,520,x,Adjournment: Senate convened at 11:01 a.m. and adjourned at 7:41 p.m. until 11 a.m. on Thursday August 1 2024. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2024/7/31/daily-digest,,
House,7/31/24,,,,NS,The House was not in session today. The House will meet in Pro Forma session at 11 a.m. on Friday August 2 2024.No hearings were held.,https://www.congress.gov/congressional-record/2024/7/31/daily-digest,,
Senate,8/1/24,11:00 AM,5:03 PM,6:03,x,.),https://www.congress.gov/congressional-record/2024/8/1/daily-digest,,
House,8/1/24,,,,NS,.),https://www.congress.gov/congressional-record/2024/8/1/daily-digest,,
Senate,8/2/24,,,,pf,The Senate met at 12:01:15 p.m. in pro forma session and adjourned at 12:01:47 p.m. until 9:30 a.m. on Tuesday August 6 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/8/2/daily-digest,,
House,8/2/24,11:00AM,11:05AM,5,pf,Adjournment: The House met at 11 a.m. and adjourned at 11:05 a.m.  ,https://www.congress.gov/congressional-record/2024/8/2/daily-digest,,
Senate,8/6/24,,,,pf,The Senate met at 9:30 a.m. in pro forma session and adjourned at 9:30:30 a.m. until 10 a.m. on Friday August 9 2024.No committee meetings were held. ,https://www.congress.gov/congressional-record/2024/8/6/daily-digest,,
House,8/6/24,11:00AM,11:03AM,3,pf,Adjournment: The House met at 11 a.m. and adjourned at 11:03 a.m.,https://www.congress.gov/congressional-record/2024/8/6/daily-digest,,
Senate,8/9/24,,,,pf,The Senate met at 10:00:05 a.m. in pro forma session and adjourned at 10:00:39 a.m. until 9:15 a.m. on Tuesday August 13 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/8/9/daily-digest,,
House,8/9/24,13:00PM,13:03PM,3,pf,Adjournment: The House met at 1 p.m. and adjourned at 1:03 p.m. ,https://www.congress.gov/congressional-record/2024/8/9/daily-digest,,
Senate,8/13/24,,,,pf,The Senate met at 9:15 a.m. in pro forma session and adjourned at 9:15:26 a.m. until 10 a.m. on Friday August 16 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/8/13/daily-digest,,
House,8/13/24,11:00AM,11:03AM,3,pf,Adjournment: The House met at 11 a.m. and adjourned at 11:03 a.m. ,https://www.congress.gov/congressional-record/2024/8/13/daily-digest,,
Senate,8/16/24,,,,pf,The Senate met at 10:00:00 a.m. in pro forma session and adjourned at 10:00:30 a.m. until 8 a.m. on Tuesday August 20 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/8/16/daily-digest,,
House,8/16/24,11:00AM,11:06AM,6,pf,Adjournment: The House met at 11 a.m. and adjourned at 11:06 a.m. ,https://www.congress.gov/congressional-record/2024/8/16/daily-digest,,
Senate,8/20/24,,,,pf,The Senate met at 8 a.m. in pro forma session and adjourned at 8:00:28 a.m. until 11:45 a.m. on Friday August 23 2024.No committee meetings were held. ,https://www.congress.gov/congressional-record/2024/8/20/daily-digest,,
House,8/20/24,14:00PM,14:05PM,5,pf,Adjournment: The House met at 2 p.m. and adjourned at 2:05 p.m.   ,https://www.congress.gov/congressional-record/2024/8/20/daily-digest,,
Senate,8/23/24,,,,pf,The Senate met at 11:45:06 a.m. in pro forma session and adjourned at 11:45:38 a.m. until 9 a.m. on Tuesday August 27 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/8/23/daily-digest,,
House,8/23/24,15:00PM,15:03PM,3,pf,Adjournment: The House met at 3 p.m. and adjourned at 3:03 p.m. ,https://www.congress.gov/congressional-record/2024/8/23/daily-digest,,
Senate,8/27/24,,,,pf,The Senate met at 9:00:08 a.m. in pro forma session and adjourned at 9:00:49 a.m. until 11 a.m. on Friday August 30 2024.No committee meetings were held. ,https://www.congress.gov/congressional-record/2024/8/27/daily-digest,,
House,8/27/24,11:00AM,11:03AM,3,pf,Adjournment: The House met at 11 a.m. and adjourned at 11:03 a.m.,https://www.congress.gov/congressional-record/2024/8/27/daily-digest,,
Senate,8/30/24,,,,pf,The Senate met at 11 a.m. in pro forma session and adjourned at 11:00:30 a.m. until 2 p.m. on Tuesday September 3 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/8/30/daily-digest,,
House,8/30/24,10:00AM,10:02AM,2,pf,Adjournment: The House met at 10 a.m. and adjourned at 10:02 a.m.   ,https://www.congress.gov/congressional-record/2024/8/30/daily-digest,,
Senate,9/3/24,,,,pf,The Senate met at 2:00:00 p.m. in pro forma session and adjourned at 2:00:37 p.m. until 12:45 p.m. on Thursday September 5.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/9/3/daily-digest,,
House,9/3/24,11:00AM,11:02AM,2,pf,Adjournment: The House met at 11 a.m. and adjourned at 11:02 a.m.  ,https://www.congress.gov/congressional-record/2024/9/3/daily-digest,,
Senate,9/5/24,,,,pf,The Senate met at 12:45:03 p.m. in pro forma session and adjourned at 12:45:34 p.m. until 3 p.m. on Monday September 9 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/9/5/daily-digest,,
House,9/5/24,,,,NS,The House was not in session today. The House will meet in Pro Forma session at 11 a.m. on Friday September 6 2024.No hearings were held.,https://www.congress.gov/congressional-record/2024/9/5/daily-digest,,
Senate,9/6/24,,,,NS,The Senate was not in session and stands adjourned until 3 p.m. on Monday September 9 2024.No committee meetings were held.,https://www.congress.gov/congressional-record/2024/9/6/daily-digest,,
House,9/6/24,11:00AM,11:03AM,3,pf,Adjournment: The House met at 11 a.m. and adjourned at 11:03 a.m.    ,https://www.congress.gov/congressional-record/2024/9/6/daily-digest,,
Senate,9/9/24,15:00PM,18:56PM,236,x,Adjournment: Senate convened at 3 p.m. and adjourned at 6:56 p.m. until 10 a.m. on Tuesday September 10 2024. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2024/9/9/daily-digest,,
House,9/9/24,12:00PM,20:35PM,515,x,Adjournment: The House met at 12 p.m. and adjourned at 8:35 p.m. pursuant to ,https://www.congress.gov/congressional-record/2024/9/9/daily-digest,,
Senate,9/10/24,10:01AM,17:10PM,429,x,Adjournment: Senate convened at 10:01 a.m. and adjourned at 5:10 p.m. until 11 a.m. on Wednesday September 11 2024. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2024/9/10/daily-digest,,
House,9/10/24,10:00AM,20:30PM,630,x,Adjournment: The House met at 10 a.m. and adjourned at 8:30 p.m. ,https://www.congress.gov/congressional-record/2024/9/10/daily-digest,,
Senate,9/11/24,11:00AM,19:19PM,499,x,Adjournment: Senate convened at 11 a.m. and adjourned at 7:19 p.m. until 10 a.m. on Thursday September 12 2024. (For Senates program see the remarks of the Acting Majority Leader in todays Record on page S,https://www.congress.gov/congressional-record/2024/9/11/daily-digest,,
House,9/11/24,10:00AM,19:56PM,596,x,Adjournment: The House met at 10 a.m. and adjourned at 7:56 p.m. ,https://www.congress.gov/congressional-record/2024/9/11/daily-digest,,
Senate,9/12/24,10:00 AM,3:30 PM,5:30,x,,https://www.congress.gov/congressional-record/2024/9/12/daily-digest,,
